Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,setSummarySlotSeconds,Magic Number,The method contains a magic number: 1000,611
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,setSummarySlotSeconds,Magic Number,The method contains a magic number: 1000,611
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,closeEventWriter,Long Statement,The length of the statement "throw new IOException("Inactive Writer: Likely received multiple JobFinished / " + "JobUnsuccessful events for JobId: [" + jobId + "]");" is 136.,626
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,closeEventWriter,Long Statement,The length of the statement "doneDirFS.setPermission(qualifiedSummaryDoneFile`new FsPermission(JobHistoryUtils.HISTORY_INTERMEDIATE_FILE_PERMISSIONS));" is 122.,626
hadoop,org.apache.hadoop.mapreduce.jobhistory,JobHistoryEventHandler,getFileNameFromTmpFN,Magic Number,The method contains a magic number: 4,912
hadoop,org.apache.hadoop.mapreduce.security.token.delegation,DelegationTokenSecretManager,DelegationTokenSecretManager,Long Identifier,The length of the parameter delegationTokenRemoverScanInterval is 34.,35
hadoop,org.apache.hadoop.mapreduce.security.token.delegation,DelegationTokenSecretManager,DelegationTokenSecretManager,Long Statement,The length of the statement "super(delegationKeyUpdateInterval`delegationTokenMaxLifetime`delegationTokenRenewInterval`delegationTokenRemoverScanInterval);" is 126.,35
hadoop,org.apache.hadoop.mapreduce.security.token.delegation,TestDelegationToken,testDelegationToken,Empty catch clause,The method has an empty catch block.,51
hadoop,org.apache.hadoop.mapreduce.security.token.delegation,TestDelegationToken,testDelegationToken,Empty catch clause,The method has an empty catch block.,51
hadoop,org.apache.hadoop.mapreduce.security.token.delegation,TestDelegationToken,testDelegationToken,Empty catch clause,The method has an empty catch block.,51
hadoop,org.apache.hadoop.mapreduce.security.token.delegation,TestDelegationToken,run,Empty catch clause,The method has an empty catch block.,102
hadoop,org.apache.hadoop.mapreduce.security.token.delegation,TestDelegationToken,run,Empty catch clause,The method has an empty catch block.,116
hadoop,org.apache.hadoop.mapreduce.security.token.delegation,TestDelegationToken,run,Empty catch clause,The method has an empty catch block.,130
hadoop,org.apache.hadoop.mapreduce.task,TaskInputOutputContextImpl,TaskInputOutputContextImpl,Long Parameter List,The method has 5 parameters. ,50
hadoop,org.apache.hadoop.mapreduce.task,MapContextImpl,MapContextImpl,Long Parameter List,The method has 7 parameters. ,50
hadoop,org.apache.hadoop.mapreduce.task,ReduceContextImpl,ReduceContextImpl,Long Parameter List,The method has 11 parameters. ,84
hadoop,org.apache.hadoop.mapreduce.task,ReduceContextImpl,nextKeyValue,Long Statement,The length of the statement "nextKeyIsSame=comparator.compare(currentRawKey.getBytes()`0`currentRawKey.getLength()`nextKey.getData()`nextKey.getPosition()`nextKey.getLength() - nextKey.getPosition()) == 0;" is 176.,127
hadoop,org.apache.hadoop.mapreduce.lib.join,Parser,parse,Long Statement,The length of the statement "Class<? extends WritableComparator> cmpcl=conf.getClass(CompositeInputFormat.JOIN_COMPARATOR`null`WritableComparator.class);" is 124.,536
hadoop,org.apache.hadoop.mapreduce.lib.join,CompositeRecordReader,CompositeRecordReader,Magic Number,The method contains a magic number: 3,69
hadoop,org.apache.hadoop.mapreduce.lib.join,CompositeRecordReader,initialize,Complex Method,Cyclomatic complexity of the method is 8,95
hadoop,org.apache.hadoop.mapreduce.lib.join,CompositeRecordReader,initialize,Magic Number,The method contains a magic number: 3,95
hadoop,org.apache.hadoop.mapreduce.lib.join,OverrideRecordReader,fillJoinCollector,Complex Method,Cyclomatic complexity of the method is 8,75
hadoop,org.apache.hadoop.mapreduce.lib.join,WrappedRecordReader,hashCode,Magic Number,The method contains a magic number: 42,241
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 2,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 4,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 5,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 3,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 6,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 7,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 8,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 9,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 6,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 3,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeTuple,Magic Number,The method contains a magic number: 2,39
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,makeRandomWritables,Long Statement,The length of the statement "Writable[] writs={new BooleanWritable(r.nextBoolean())`new FloatWritable(r.nextFloat())`new FloatWritable(r.nextFloat())`new IntWritable(r.nextInt())`new LongWritable(r.nextLong())`new BytesWritable("dingo".getBytes())`new LongWritable(r.nextLong())`new IntWritable(r.nextInt())`new BytesWritable("yak".getBytes())`new IntWritable(r.nextInt())};" is 345.,61
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testIterable,Long Statement,The length of the statement "Writable[] writs={new BooleanWritable(r.nextBoolean())`new FloatWritable(r.nextFloat())`new FloatWritable(r.nextFloat())`new IntWritable(r.nextInt())`new LongWritable(r.nextLong())`new BytesWritable("dingo".getBytes())`new LongWritable(r.nextLong())`new IntWritable(r.nextInt())`new BytesWritable("yak".getBytes())`new IntWritable(r.nextInt())};" is 345.,100
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testIterable,Magic Number,The method contains a magic number: 6,100
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testNestedIterable,Long Statement,The length of the statement "Writable[] writs={new BooleanWritable(r.nextBoolean())`new FloatWritable(r.nextFloat())`new FloatWritable(r.nextFloat())`new IntWritable(r.nextInt())`new LongWritable(r.nextLong())`new BytesWritable("dingo".getBytes())`new LongWritable(r.nextLong())`new IntWritable(r.nextInt())`new BytesWritable("yak".getBytes())`new IntWritable(r.nextInt())};" is 345.,121
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWritable,Long Statement,The length of the statement "Writable[] writs={new BooleanWritable(r.nextBoolean())`new FloatWritable(r.nextFloat())`new FloatWritable(r.nextFloat())`new IntWritable(r.nextInt())`new LongWritable(r.nextLong())`new BytesWritable("dingo".getBytes())`new LongWritable(r.nextLong())`new IntWritable(r.nextInt())`new BytesWritable("yak".getBytes())`new IntWritable(r.nextInt())};" is 345.,139
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideWritable,Magic Number,The method contains a magic number: 131,162
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideWritable,Magic Number,The method contains a magic number: 3,162
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideWritable2,Magic Number,The method contains a magic number: 71,182
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testSparseWideWritable,Magic Number,The method contains a magic number: 131,200
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testSparseWideWritable,Magic Number,The method contains a magic number: 65,200
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTuple,Magic Number,The method contains a magic number: 64,224
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTuple,Magic Number,The method contains a magic number: 42,224
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTuple,Magic Number,The method contains a magic number: 42,224
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTuple,Magic Number,The method contains a magic number: 42,224
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTuple2,Magic Number,The method contains a magic number: 64,245
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTuple2,Magic Number,The method contains a magic number: 9,245
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTuple2,Magic Number,The method contains a magic number: 9,245
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTuple2,Magic Number,The method contains a magic number: 9,245
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTupleBoundary,Magic Number,The method contains a magic number: 65,266
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTupleBoundary,Magic Number,The method contains a magic number: 64,266
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTupleBoundary,Magic Number,The method contains a magic number: 64,266
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinTupleWritable,testWideTupleBoundary,Magic Number,The method contains a magic number: 64,266
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,suite,Magic Number,The method contains a magic number: 2,44
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,setUp,Magic Number,The method contains a magic number: 2,46
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,createWriters,Magic Number,The method contains a magic number: 10,59
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,createWriters,Magic Number,The method contains a magic number: 36,59
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,writeSimpleSrc,Magic Number,The method contains a magic number: 2,72
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,writeSimpleSrc,Magic Number,The method contains a magic number: 10,72
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,joinAs,Magic Number,The method contains a magic number: 4,248
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,testNestedJoin,Complex Method,Cyclomatic complexity of the method is 13,330
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,testNestedJoin,Magic Number,The method contains a magic number: 3,330
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,testNestedJoin,Magic Number,The method contains a magic number: 2,330
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,testNestedJoin,Magic Number,The method contains a magic number: 2,330
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,testNestedJoin,Magic Number,The method contains a magic number: 2,330
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinDatamerge,testNestedJoin,Magic Number,The method contains a magic number: 2,330
hadoop,org.apache.hadoop.mapreduce.lib.join,TestWrappedRRClassloader,testClassLoader,Long Statement,The length of the statement "inputFormat.createRecordReader(inputFormat.getSplits(Job.getInstance(conf)).get(0)`new TaskAttemptContextImpl(conf`tid));" is 121.,31
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,suite,Magic Number,The method contains a magic number: 2,49
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,setUp,Magic Number,The method contains a magic number: 2,51
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,createWriters,Long Statement,The length of the statement "out[srcs - 1]=new SequenceFile.Writer(testdir.getFileSystem(conf)`conf`src[srcs - 1]`IntWritable.class`LongWritable.class);" is 123.,68
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,createWriters,Magic Number,The method contains a magic number: 10,68
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,createWriters,Magic Number,The method contains a magic number: 36,68
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,generateSources,Magic Number,The method contains a magic number: 2,90
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,C,Magic Number,The method contains a magic number: 2,128
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateKeyValue,Long Parameter List,The method has 6 parameters. ,188
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,testExpr1,Magic Number,The method contains a magic number: 2,204
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,testExpr2,Magic Number,The method contains a magic number: 2,212
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,testExpr3,Magic Number,The method contains a magic number: 3,220
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,testOuterAssociativity,Magic Number,The method contains a magic number: 33,236
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,testOuterAssociativity,Magic Number,The method contains a magic number: 33,236
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,testOuterAssociativity,Magic Number,The method contains a magic number: 33,236
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,testInnerAssociativity,Magic Number,The method contains a magic number: 2,244
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,testInnerAssociativity,Magic Number,The method contains a magic number: 2,244
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,testInnerAssociativity,Magic Number,The method contains a magic number: 2,244
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Complex Method,Cyclomatic complexity of the method is 15,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Long Parameter List,The method has 5 parameters. ,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 2,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 2,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 3,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 3,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 4,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 4,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 2,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 2,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 2,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 3,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 3,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 4,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 4,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 2,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 2,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 3,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 3,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 4,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 4,257
hadoop,org.apache.hadoop.mapreduce.lib.join,TestJoinProperties,validateOuterKeyValue,Magic Number,The method contains a magic number: 2,257
